ENGLISH_NAME,KOREAN_NAME,IATA_CODE,ICAO_CODE
Chateauneuf-sur-Cher Airport,샤또뇌프 쉬 쉐르 공항,,LFFU
Chateauroux Villers Airport,샤토루 빌레 공항,,LFEJ
Chateauroux-Deols Airport,샤토룩스 데올 공항,CHR,LFLX
Chateau-Thierry Belleau Airport,샤토티에리 벨로 공항,XCY,LFFH
Chatellerault - Targe Airport,샤텔로랄 타쥐 공항,XCX,LFCA
Chatillon-sur-Seine Airport,샤티용 쉬르 세느 공항,,LFQH
Chaumont - La Vendue Airport,쇼몽 라 방듀 공항,XCW,LFJA
Chauvigny Airport,쇼비니 공항,,LFDW
Chavenay Villepreux Airport,쉐브니 빌푸르 공항,,LFPX
Chelles Le Pin Airport,셸 르 팽 공항,,LFPH
Cholet Le Pontreau Airport,쵸렛 르 폰트로 공항,CET,LFOU
Clamecy Airport,클람시 공항,,LFJC
Clermont-Ferrand Auvergne Airport (Aulnat ),클레몽 페랑 오베뉴 공항 ( 아울낫 ),CFE,LFLC
Cognac - Chateaubernard Airport,코냐크 샤토버나드 공항,CNG,LFBG
Colmar-Houssen Airport,콜마르 후센 공항,CMR,LFGA
Compiegne - Margny Airport,콩피에뉴 마니 공항,XCP,LFAD
Condom Valence-sur-Baise Airport,꽁돔 발렌 쉬 배 공항,,LFID
Corlier Airport,코르니어 공항,,LFJD
Corte Airport,코르테 공항,,LFKT
Cosne-sur-Loire Airport,코즈니 크 쉬 르와 공항,,LFGH
Cote d' Azur Airport,코트 다쥐르 공항,NCE,LFMN
Couhe Verac Airport,큐세 베락 공항,,LFDV
Coulommiers Voisins Airport,클로미에 브와쟁 공항,,LFPK
Courchevel Airport,코체벨 공항,CVF,LFLJ
Creil Airport,크레일 공항,CSF,LFPC
Croisette Heliport,크루와제 헬리포트,JCA,
Cuers Pierrefeu Airport,큐에 피에르푸 공항,,LFTF
Dax - Seyresse Airport,닥스 시레쓰 공항,XDA,LFBY
Dieppe - Saint-Aubin Airport,디에페 생토뱅 공항,DPE,LFAB
Dieuze Gueblange Airport,더즈 궤블랑즈 공항,,LFQZ
Dijon Darois Airport,디종 다루와 공항,,LFGI
Dijon longvic Airport (Dijon Bourgogne Airport),디종 롱빅 공항 (디종 브류고뉴 공항),DIJ,LFSD
Dinan Trelivan Airport,디낭 트렐리번 공항,,LFEB
Disneyland Paris Rail Station,디즈니랜드 파리 레일 스테이션,XED,
Dole ? Jura Airport (Franche-Comte Regional Airport ) (Dole Tavaux Airport),돌 타보 공항,DLE,LFGJ
Doncourt-les-Conflans Airport,돈쿠 레스 콘플랑 공항,,LFGR
Dreux Vernouillet Airport,드뢰 베뉴일레 공항,,LFON
Dunkerque - Les Moeres Airport,&#46125;케르크 레 뫼레 공항,XDK,LFAK
Egletons Airport,에글튼즈 공항,,LFDE
Enghien Moisselles Airport,엥퀸 므와셀 공항,,LFFE
Entzheim Airport (Strasbourg International),앙쯔하임 공항 (스트라스부르 국제공항),SXB,LFST
Epernay Plivot Airport,에페르네 플리보 공항,XEP,LFSW
Epinal dogneville Airport,에피날 도네빌 공항,,LFSE
Etampes Montdesir Airport,에땅프 몬트데시 공항,,LFOX
Etrepagny Airport,이트레팩니 공항,,LFFY
Eu Mers - Le Treport Airport,유 메르 레 트레포 공항,,LFAE
EuroAirport Basel Mulhouse Freiburg,유로 공항 (  물루즈 바젤 프라이부르크 ),MLH,LFSB
Evreux Fauville Airport,에브루 포빌 공항,EVX,LFOE
Falaise - Monts d'Eraines Airport,팔레즈 몽트 데랑스 공항,,LFAS
Fayence Airport,파양스 공항,,LFMF
Feurs Chambeon Airport,풔 샹베옹 공항,,LFLZ
Figeac Livernon Airport,피작 리버농 공항,,LFCF
Flers Saint-Paul Airport,플러즈 생폴 공항,,LFOG
Florac Sainte-Enimie Airport,플로락 생태미니 공항,,LFNO
Fontaine Airport,폰탱 공항,BOR,LFSQ
Fontenay Tresigny Airport,퐁트네 트레지니 공항,,LFPQ
Fontenay-le-Comte Airport,폰틀레이 르 콤트 공항,,LFFK
Frejus Saint-Raphael Airport,프레후스 생 라파엘 공항,FRJ,LFTU
Fumel Montayral Airport,후멜 몬태이랄 공항,,LFDX
Gaillac Lisle-sur-Tarn Airport,가이약 리즐 쉬 탄 공항,,LFDG
Gap Tallard Airport,갭 탤러드 공항,GAT,LFNA
Ghisonaccia Alzitone Airport,귀사나시아 알지톤 공항,,LFKG
Granville Airport,그랜빌 공항,GFR,LFRF
Graulhet Montdragon Airport,그롤헷 몽트라곤 공항,,LFCQ
Gray Saint-Adrien Airport,그라이 생탕드랭 공항,,LFEV
Grenoble Le Versoud Airport,그르노블 르 베르수 공항,,LFLG
Gueret Airport,거렛 공항,MCU,LFBK
Gueret Saint-Laurent Airport,거렛 상 로랭 공항,XGT,LFCE
Guipavas Airport,구이파바스 공항,BES,LFRB
Guiscriff Scaer Airport,귀스크리프 스카에 공항,,LFES
Haguenau Airport,하그너 공항,,LFSH
Harbour Airport,하버 공항,XPZ,
Heliport Airport,헬리포트 공항,JSZ,
Ile d'Yeu Airport,일레드유 공항,IDY,LFEY
Issoire Le Broc Airport,이소와르 르 브록 공항,,LFHA
Issoudun Le Fay Airport,이수된 르 페이 공항,,LFEK
Istres Le Tube Airport,이스트레 튜브 공항,QIE,LFMI
Itxassou Airport,이크자주 공항,,LFIX
Joigny Airport,주아니 공항,,LFGK
Joinville Mussey Airport,주앵빌 뮈셰 공항,,LFFJ
Jonzac Neulles Airport,종작 뉴얼스 공항,,LFCJ
Juvancourt Airport,쥬방쿠트 공항,,LFQX
La Baule - Escoublac,라볼 에스쿠블랑 공항,LBY,LFRE
La Ferte-Alais Airport,라 페르테 알래스 공항,,LFFQ
La Ferte-Gaucher Airport,파 페르고셔 공항,,LFFG
La Garenne Airport,라 가레나 공항,AGF,LFBA
La Grand'Combe Airport,르 그랑 콩 공항,,LFTN
La Mole Airport,라몰 공항,LTT,LFTZ
La Montagne Noire Airport,라 몽타뉴 누아르 공항,,LFMG
La Motte-Chalancon Airport,라모챠랑끈 공항,,LFJE
La Reole Floudes Airport,라레올 플라우즈 공항,,LFDR
La Tour-du-Pin Cessieu Airport,라뚜르 뒤 팽 세시외 공항,,LFKP
L'Aigle Saint-Michel Airport,레글르 생미쉘 공항,,LFOL
Laleu Airport,랄레우 공항,LRH,LFBH
Lamotte-Beuvron Airport,라모트 뷔브론 공항,,LFFM
Landivisiau Airport,랑디비지오 공항,LDV,LFRJ
Langogne Lesperon Airport,랭고뉴 레스페론 공항,,LFHL
Langres Rolampont Airport,랑그르 공항,,LFSU
Lann Bihoue Airport,란 비호웨 공항,LRT,LFRH
Laon - Chambry Airport,랑 샹브리 공항,XLN,LFAF
Lapalisse Perigny Airport,리팔리쓰 페리니 공항,,LFHX
Laroche Airport,라로슈 공항,,LFBV
Laval Entrammes Airport,라발 앙트램스 공항,LVA,LFOV
Le Blanc Airport,르 블랑 공항,,LFEL
Le Castellet Airport,르캐스텔렛 공항,CTT,LFMQ
Le Havre Saint-Romain Airport,르아브르 생로망 공항,,LFOY
Le Luc Le Cannet Airport,르 뤽 르 카네 공항,,LFMC
Le Mans Rail Station,르망 레일 스테이션,ZLN,
Le Mazet-de-Romanin Airport,르 마제 드 로마냉 공항,,LFNZ
Le Plessis-Belleville Airport,프플레스벨빌 공항,,LFPP
Le Sequestre Airport,레 세퀘스트 공항,LBI,LFCI
Le Touquet-Paris-Plage Airport,르투켓 공항,LTQ,LFAT
Lens Benifontaine Airport,랑스 베냉폰탱 공항,XLE,LFQL
Les Ajoncs Airport,레 아종크,EDM,LFRI
Les Mureaux Airport,레므로 공항,,LFXU
Les Sables-d'Olonne Talmont Airport,레스세이블스 돌론 텔몽트 공항,LSO,LFOO
Lesparre Saint-Laurent Medoc Airport,레스파레 생 로랭 메독 공항,,LFDU
Lesquin Airport,레스킨 공항,LIL,LFQQ
Lessay Airport,레씨 공항,,LFOM
Lezignan Corbieres Airport,리지그넌 코비에르 공항,,LFMZ
Libourne Artigues-de-Lussac Airport,리부른 아르틱스 데 뤼삭 공항,XLR,LFDI
Lille Marcq-en-Baroeul Airport,릴 마캥 바로윌 공항,,
Limoges - Bellegarde Airport,리모주 벨가르드 공항,LIG,LFBL
LL'Alpe d'Huez Airport,알페듀레즈 공항,AHZ,LFHU
Lognes Emerainville Airport,노뉴스 에머랭빌 공항,XLG,LFPL
Longuyon Villette Airport,롱권 빌레트 공항,,LFGS
Lons-le-Saunier Courlaoux Airport,롱르소니에 쿨래우 공항,XLL,LFGL
Loudes Airport,로드 공항,LPY,LFHP
Loudun Airport,라우즌 공항,,LFDL
Luneville Croismare Airport,루네빌 크루와마레 공항,,LFQC
Lurcy Levis Airport,러시 레비 공항,,LFJU
Lyon Brindas Airport,리옹 브랭다 공항,,LFKL
Lyon Bron Airport,리옹 브롱 공항,LYN,LFLY
Lyon Corbas Airport,리옹 코바스 공항,,LFHJ
Macon Charnay Airport,마꽁 샤네이 공항,QNX,LFLM
Mandelieu Airport,만델리 공항,CEQ,LFMD
Mantes Cherence Airport,망트 쉐런스 공항,,LFFC
Marce Airport (Angers Avrille),마르세 공항 (앙제 아르빌),ANE,LFJR
Marcillac Airport,마실략 공항,RDZ,LFCR
Marennes Airport,마렌느 공항,,LFJI
Marignane Berre Airport,마리냔 베레 공항,,LFTB
Marmande virazeil Airport,마르망드 바이래즐 공항,,LFDM
Maubeuge Elesmes Airport,모뵈주 엘레스메 공항,XME,LFQJ
Mauleon Airport,몰레옹 공항,,LFJB
Maupertus Airport,모페르투스 공항,CER,LFRC
Mazamet Airport,마자메 공항,DCM,LFCK
Meaux Esbly Airport,모 에스블리 공항,,LFPE
Medis Airport,메디 공항,RYN,LFCY
Mediterranee Airport,메디테라니 공항,MPL,LFMT
Megeve Airport,메게베 공항,MVV,LFHM
Melun Villaroche Airport,믈룅 빌라로슈 공항,,LFPM
Mende Brenoux Airport,멘드 브레노 공항,MEN,LFNB
Meribel Bois-des-Fraisses Airport,메리벨 브와 데 프레이세 공항,MFX,LFKX
Merville Calonne Airport,메르빌 칼론 공항,HZB,LFQT
Metz Frescaty Airport,메스 프레캬티 공항,MZM,LFSF
Metz Nancy Lorraine Airport,메스 낭시 로레인 공항,ETZ,LFJL
Meucon Airport,뫼숑 공항,VNE,LFRV
Millau Larzac Airport,미요 라작 공항,,LFCM
Mimizan Airport,미마이즌 공항,,LFCZ
Miquelon Airport,미클롱 공항,MQC,LFVM
Mirecourt Airport,미레쿠 공항,EPL,LFSG
Montaigu saint georges Airport,몬테규 생 조르쥬 공항,,LFFW
Montargis Vimory Airport,몽따르지 버머리 공항,,LFEM
Montauban Airport,몽토방 공항,XMW,LFDB
Montbeliard Courcelles Airport,몽벨리아르 쿠첼라 공항,XMF,LFSM
Montceau-les-Mines Pouilloux Airport,몽소레민 푸유 공항,,LFGM
Mont-Dauphin Saint-Crepin Airport,몽 도팽 생 크레팽 공항,,LFNC
Mont-de-Marsan Airport,몽드마르상 공항,XMJ,LFBM
Montdidier Airport,몽디디에 공항,,LFAR
Montelimar Ancone Airport,몽뗄리마 안콘 공항,XMK,LFLQ
Montendre Marcillac Airport,몬텐드레 마실락 공항,,LFDC
Mont-Louis La Quillane Airport,몽루이 라 퀼렝 공항,QZE,LFNQ
Montlucon Domerat Airport,몽뤼송 도메라 공항,,LFLT
Montpellier Candillargues Airport,몽펠리에 캥디라그 공항,,LFNG
Morestel Airport,모레슬 공항,,LFHI
Moret Episy Airport,모레 에피시 공항,,LFPU
Morlaix Ploujean Airport,모리아이스 플루쟁 공항,MXN,LFRU
Mortagne-au-Perche Airport,몽타뇨 페르쉐 공항,,LFAX
Moulins Montbeugny Airport,물랭 몬트뷰니 공항,,LFHY
Mourmelon Airport,모우멜롱 공항,,LFXM
Mulhouse Habsheim Airport,뮐루즈 하브샤임 공항,,LFGB
Muret - Lherm Airport,뮤렛 럼 공항,,LFBR
Nancy Azelot Airport,낭시 아즐럿 공항,,LFEX
Nancy Essey Airport,낭시 에시 공항,ENC,LFSN
Nancy Malzeville Airport,낭시 말즈빌 공항,,LFEZ
Nangis - Les Loges Airport,낭지 레 로헤 공항,,LFAI
Neufchateau Rouceux Airport,뇌프샤토 루쇠 공항,,LFFT
Nevers Fourchambault Airport,네버스 포쉠볼트 공항,NVS,LFQG
Nimes Courbessac Airport,님 쿠베삭 공항,,LFME
Nimes Rail Station,니임 레일 스테이션,ZYN,
Nimes-Arles-Camargue-Cevennes Airport (Nimes Garons Airport) (Nimes Airport),님 아를 카마규 공항,FNI,LFTW
Niort - Souche Airport,니오트 소슈 공항,NIT,LFBN
Nogaro Airport,너가로 공항,,LFCN
Nuits-Saint-Georges Airport,뉘 생 조르쥬 공항,,LFGZ
Octeville Airport,옥테빌르 공항,LEH,LFOH
Oloron Herere Airport,올로롱 헤레어 공항,,LFCO
Orange Caritat Airport,오렌지 카리얏 공항,XOG,LFMO
Orleans Bricy Airport,오를레앙 브리시 공항,ORE,LFOJ
Orleans Saint-Denis-de-l'Hotel Airport,오를레앙 생 드니스 드 로텔 공항,,LFOZ
Orly Airport,오를리 공항,ORY,LFPO
Ouessant Airport,웨상 공항,,LFEC
Oyonnax Arbent Airport,오요나 아벤트 공항,,LFLK
Pamiers Les Pujols Airport,파미에 레스 푸졸스 공항,,LFDJ
Paray-le-Monial Airport,파레르모니알 공항,,LFGN
Paris Issy-les-Moulineaux Airport,파리 이씨레 무랭로 공항,,LFPI
Perigueux - Bassillac Airport,페리그 공항,PGX,LFBX
Peronne - Saint-Quentin Airport,페론 생 ?틴 공항,XSJ,LFAG
Perouges Meximieux Airport,페루주 막시뮤 공항,,LFHC
Persan Beaumont Airport,펙잔 벨몽 공항,,LFPA
Peyresourde Balestas Airport,피리수드 발스타스 공항,,LFIP
Pezenas Nizas Airport,피저나스 니자스 공항,,LFNP
Pierrelate Airport,피에르라트 공항,,LFHD
Pithiviers Airport,피티피에 공항,,LFFP
Pleurtuit Airport,플뢰르튀트 공항,DNR,LFRD
Ploermel Loyat Airport,플로메르 로얏 공항,,LFRP
Poitiers Rail Station,푸아티에 레일 스테이션,XOP,
Pons Avy Airport,퐁 아비 공항,,LFCP
Pontarlier Airport,퐁탈리어 공항,,LFSP
Pontivy Airport,폰트비 공항,,LFED
Pont-Saint-Esprit Airport,퐁생테스프리 공항,,LFND
Pont-sur-Yonne Airport,퐁쉬얀느 공항,,LFGO
Poretta Airport,포레타 공항,BIA,LFKB
Pouilly Maconge Airport,푸이 마컨지 공항,,LFEP
Pont-Saint-Vincent Airport,퐁생뱅상 공항,,LFSV
Propriano Airport,프로프리아노 공항,,LFKO
Provence Airport,프로방스 공항,MRS,LFML
Puimoisson Airport,퓌뮈아쏭 공항,,LFTP
Puivert Airport,푸위베르 공항,,LFNW
Pyrenees Airport,퓌레네 공항,PUF,LFBP
Quiberon Airport,뀌브롱 공항,,LFEQ
Quimper Pluguffan Airport,큄퍼 플러구팽 공항,UIP,LFRQ
Redon Bains-sur-Oust Airport,르동 뱅 쉬 우스트 공항,XRN,LFER
Reims Champagne Airport,랭스 샴페인 공항,RHE,LFSR
Reims Prunay Airport,랭스 프루내이 공항,,LFQA
Renaison Airport,르네쏭 공항,RNE,LFLO
Rethel - Perthes Airport,레떨 퍼스 공항,,LFAP
Revel Montgey Airport,르벨 몬트지 공항,,LFIR
Riberac Saint-Aulaye Airport,라이버락 생 올래 공항,,LFIK
Rion-des-Landes Airport,리옹드랑데 공항,,LFIL
Rivesaltes Airport,리베살테 공항,PGF,LFMP
Romans Saint-Paul Airport,로망 생 폴 공항,,LFHE
Romilly-sur-Seine Airport,로밀리쉬센 공항,,LFQR
Romorantin Pruniers Airport,로모항땅 프루니에 공항,,LFYR
Roumanires Airport,루마네레 공항,EGC,LFBE
Ruoms Airport,루옴 공항,,LFHF
Saint Agnant Airport,생 타그낭 공항,RCO,LFDN
Saint Galmier Airport,생 갈미어 공항,,LFKM
Saint-Geoirs Airport (Saint Geoirs Airport),생 쥐아즈 공항,GNB,LFLS
Saint Jacques Airport,생 쟈크 공항,RNS,LFRN
Saint Pierre Airport,생 피에르 공항,FSP,LFVP
Saint-Andre-de-l'Eure Airport,생탕트레 델에우르 공항,,LFFD
Saint-Brieuc Armor Airport,생브리외 아모르 공항,SBK,LFRT
Saint-Chamond L'Horme Airport,생샤몽 로옴 공항,,LFHG
Saint-Claude Pratz Airport,생클로드 프라츠 공항,XTC,LFKZ
Saint-Cyr-l'Ecole Airport,생시릴에콜 공항,,LFPZ
Saint-Die Remomeix Airport,생디에 레모메 공항,XTD,LFGY
Sainte Catherine Airport,생테 캐트린 공항,CLY,LFKC
Sainte-Foy-la-Grande Airport,생트 포이 라 그랑드 공항,,LFDF
Sainte-Leocadie Airport,쌍테 리오카디 공항,,LFYS
Saintes Thenac Airport,생트 테낙 공항,XST,LFXB
Saint-Flour Coltines Airport,생플루르 콜탠 공항,,LFHQ
Saint-Gaudens Montrejeau Airport,쌩고뎅 몬트래쥬 공항,,LFIM
Saint-Girons Antichan Airport,생 지롱 안티샹 공항,,LFCG
Saint-Jean-d'Angely Airport,생쟝당젤리 공항,,LFIY
Saint-Jean-d'Avelanne Airport,생쟝다블란 공항,,LFKH
Saint-Jean-en-Royans Airport,생재낭로양 공항,,LFKE
Saint-Junien Airport,생 쥬넨 공항,,LFBJ
Saint-Martin-de-Londres Airport,생마팅드롱드르 공항,,LFNL
Saint-Omer Wizernes Airport,생토메르 위제메 공항,XSG,LFQN
Saint-Pierre-d'Oleron Airport,생피에르 돌레온 공항,,LFDP
Saint-Quentin Roupy Airport,생캉탱 루피 공항,,LFOW
Saint-Rambert-d'Albon Airport,생 랭버 달봉 공항,,LFLR
Saint-Servan Airport,생 세르반 공항,XSB,LFEO
Saint-Valery Vittefleur Airport,쌩 발레리 브트플레 공항,,LFOS
Saint-Yan Airport,세인트 얀 공항,SYT,LFLN
Sallanches Mont-Blanc Airport,살랑쉬즈 몽블랑 공항,XSN,LFHZ
Salon Eyguieres Airport,살롱 유제리 공항,,LFNE
Salvaza Airport,살바자 공항,CCF,LFMK
Sarlat Domme Airport,사르라 돔 공항,XSL,LFDS
Sarrebourg Buhl Airport,사르부르 브울 공항,,LFGT
Sarreguemines Neunkirch Airport,사르궤맹 누운커쉬 공항,,LFGU
Sarre-Union Airport,사레 유니온 공항,,LFQU
Saulieu Liernais Airport,솔리외 리어네즈 공항,,LFEW
Saumur Saint-Florent Airport,소뮈르 생 플로랑 공항,XSU,LFOD
Saverne Steinbourg Airport,사베르느 스타인부르그 공항,,LFQY
Sedan Douzy Airport,스당 두지 공항,XSW,LFSJ
Semur-en-Auxois Airport,스뮈르 앙 옥수아 공항,,LFGQ
Serres La Batie Montsaleon Airport,세레라버티 몬살레옹 공항,,LFTM
Servel Airport,세르벨 공항,LAI,LFRO
Sezanne Saint-Remy Airport,세잔 생레미 공항,,LFFZ
Sisteron Theze Airport,시스트롱 테즈 공항,,LFNS
Soissons Courmelles Airport,수아송 쿠멜 공항,XSS,LFJS
Solenzara Airport,솔렌자라 공항,SOZ,LFKS
Sollieres-Sardieres Airport,솔리에 사디어스 공항,,LFKD
Soulac-sur-Mer Airport,쉬를락 쉬메르 공항,,LFDK
SSaint-Affrique Belmont Airport,생아프리크 벨몽 공항,,LFIF
SSaint-Florentin Cheu Airport,생플로랑탱 공항,,LFGP
St Gatien Airport,생 가티엥 공항,DOL,LFRG
St Nazaire Montoir Airport,생나제르 몽트와 공항,SNR,LFRZ
Strasbourg Neuhof Airport,스트라스부르 노이호프 공항,,LFGC
Sud Corse Airport,쉬 코세 공항,FSC,LFKF
Tarbes Laloubere Airport,타르브 라룰브 공항,,LFDT
Tarbes-Ossun-Lourdes  Airport (Tarbes-Lourdes-Pyrenees Airport),타르부 우순 루르드 국제공항,LDE,LFBT
Thionville Yutz Airport,티옹빌 유츠 공항,XTH,LFGV
Thoree Les Pins Airport,토리 레 핀 공항,,LFAL
Thouars Airport,투아 공항,,LFCT
Til-Chatel Airport,틸 샤텔 공항,,LFET
Toulon Hyeres Airport (Hyeres Le Palyvestre Airport),툴롱 예르 공항 (예르 팔리베스트르 공항),TLN,LFTH
Toulouse - Blagnac Airport,툴루즈 블라냑 공항,TLS,LFBO
Toulouse Bourg-Saint-Bernard Airport,툴루즈 부르생베르나드 공항,,LFIT
Toulouse-Lasbordes Airport,튈루즈 라스보르드 공항,,LFCL
Toulouse-Montaudran Airport,툴루즈 몽토드랜 공항,XYT,LFIO
Tournus Cruisery Airport,투?뉘 크루저리 공항,,LFFX
Tours Le Louroux Airport,투르 르 루루와 공항,,LFJT
Tours Rail Station,투르 레일 스테이션,XSH,
Tours Sorigny Airport,투르 소리니 공항,,LFEN
Tours Val de Loire Airport,투르 발 드 르와 공항,TUF,LFOT
Toussus-le-Noble Airport,투수스르보블 르 노블 공항,TNF,LFPN
Troyes Barberey Airport,트루아 바벌리 공항,QYR,LFQB
Ussel Thalamy Airport,유셀 탈라미 공항,,LFCU
Uzes Airport,유제 공항,,LFNU
Valenciennes Bus Rail Station,발랑시엔 버스 레일,,LFAV
Valreas Visan Airport,벌레아스 비잔 공항,,LFNV
Vals-Lanas Airport,발 라나 공항,OBS,LFHO
Vauville Airport,보우빌 공항,,LFAU
Vendays-Montalivet Airport,방디즈 몽탈리베 공항,,LFIV
Verdun Le Rozelier Airport,베르? 르 로젤리에 공항,,LFGW
Vesoul Frotey Airport,브줄 프로테이 공항,XVO,LFQW
Vichy Charmeil Airport,비시 샤메이 공항,VHY,LFLV
Vienne Reventin Airport,비엔 레벵탱 공항,XVI,LFHH
Vierzon Mereau Airport,비에르즌 미로 공항,XVZ,LFFV
Villacoublay Velizy Airport,빌라쿠블레 벨리지 공항,VIY,LFPV
Villefranche Tarare Airport,빌프랑쉐 타례 공항,XVF,LFHV
Villefranche-de-Rouergue Airport,빌프랑슈 데 루어지 공항,,LFCV
Villeneuve-sur-Lot Airport,빌너브 쉬르 롯 공항,,LFCW
Villerupt Airport,빌르럽트 공항,,LFAW
Vinon Airport,비농 공항,,LFNF
Vitry-en-Artois Airport,비트리엥아르투와 공항,,LFQS
Vitry-le-Francois Vauclerc Airport,비트리 르 프랑수와 볼클레 공항,,LFSK
Vittel Champ-de-Courses Airport,비텔 샹더 쿠제 공항,VTL,LFSZ
Augsburg-Muehlhausen Airport,아우스버그 무엘하우젠 공항,AGB,EDMA
Bindlacher Berg Airport,빈트라체 베그르 공항,BYU,EDQD
Blankensee Airport (Lubeck Airport,블랑켄지이 공항 / 뤼벡 공항,LBC,EDHL
Bremen Airport,브레멘 공항,BRE,EDDW
Cologne Bonn Airport,쾰른 본 공항,CGN,EDDK
Essen Mulheim Airport,에센 뮐하임 공항,ESS,EDLE
Cuxhaven Airport,쿡스하픈 공항,,ETMN
Dortmund Airport,도르트문트 공항,DTM,EDLW
